1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
118339017,0,52,0,13,"$65,465 ",No,"$210,434 ",z_No,M,Masters,Manager,42,Private,"$18,760 ",1,Van,yes,"$5,372 ",3,No,6,$0 ,10,0,Coral Gables,2/14/2012
662689878,0,46,0,14,"$56,849 ",No,$0 ,z_No,M,z_High School,z_Blue Collar,53,Commercial,"$6,270 ",1,Pickup,yes,"$6,418 ",2,No,2,$0 ,1,0,Plantation,5/1/2015
563040522,0,51,0,9,"$46,201 ",No,"$193,649 ",Yes,M,z_High School,z_Blue Collar,33,Commercial,"$11,220 ",4,Pickup,yes,$0 ,0,No,0,$0 ,9,0,Dallas,3/10/2012
293369737,0,43,1,0,$0 ,Yes,$0 ,z_No,z_F,Masters,Home Maker,32,Private,"$13,160 ",4,Sports Car,no,"$10,412 ",1,No,6,$0 ,13,0,Dallas,8/3/2013
678926910,0,52,0,14,"$125,662 ",No,"$344,191 ",z_No,z_F,Masters,Lawyer,21,Private,"$22,880 ",1,Minivan,no,$0 ,0,No,0,$0 ,16,0,Plantation,12/20/2013
105167366,0,43,3,15,"$102,262 ",No,"$266,234 ",Yes,z_F,Masters,Lawyer,47,Private,"$15,490 ",9,z_SUV,no,$0 ,0,No,1,$0 ,15,0,Plantation,8/3/2013
422147419,0,47,0,11,"$18,535 ",No,"$136,413 ",Yes,z_F,Masters,Lawyer,47,Private,"$11,750 ",1,Minivan,no,$0 ,0,No,4,$0 ,17,0,Dallas,6/20/2013
653240659,0,44,3,15,"$29,502 ",No,"$141,516 ",Yes,z_F,<High School,Clerical,30,Private,"$28,750 ",4,Minivan,no,"$37,130 ",1,No,2,$0 ,2,0,Dallas,2/8/2014
770197017,0,48,0,10,"$93,303 ",No,"$295,050 ",Yes,M,Masters,Lawyer,30,Private,"$15,630 ",9,Minivan,yes,"$6,031 ",3,No,5,$0 ,1,0,Cranston,9/27/2012
939439584,0,33,0,11,$249 ,No,$0 ,z_No,z_F,z_High School,Student,30,Private,"$10,590 ",11,z_SUV,no,$0 ,0,No,1,"$4,898 ",11,1,Seattle,6/23/2013
926619902,2,41,3,10,"$24,862 ",Yes,$0 ,z_No,z_F,Bachelors,Student,26,Private,"$7,790 ",1,Sports Car,no,"$1,055 ",4,No,2,"$4,046 ",10,1,Auburn,12/20/2014
262104318,0,49,0,14,"$108,748 ",No,"$322,394 ",Yes,z_F,<High School,z_Blue Collar,32,Private,"$21,520 ",1,z_SUV,no,$0 ,0,No,1,$0 ,7,0,Cranston,10/11/2013
459023169,0,50,0,0,$0 ,No,"$113,870 ",Yes,z_F,z_High School,Home Maker,12,Private,"$6,500 ",6,Sports Car,no,$0 ,0,No,0,"$2,812 ",,1,Salem,8/28/2012
726219892,0,42,0,10,"$86,596 ",No,"$251,362 ",Yes,M,Masters,Professional,32,Private,"$15,280 ",10,Minivan,no,$0 ,0,No,0,$0 ,16,0,Auburn,7/18/2015
508339617,0,33,2,12,"$92,904 ",Yes,"$264,763 ",z_No,z_F,Bachelors,z_Blue Collar,30,Commercial,"$14,060 ",10,z_SUV,no,$0 ,0,No,0,$0 ,10,0,Salem,12/5/2012
345344329,0,42,1,12,"$82,281 ",Yes,$0 ,z_No,z_F,Bachelors,z_Blue Collar,36,Commercial,"$18,530 ",9,z_SUV,no,"$14,552 ",1,No,6,$0 ,10,0,Des Plaines,4/16/2015
249645278,0,41,3,11,,No,"$159,061 ",Yes,z_F,z_High School,Professional,35,Private,"$9,170 ",6,z_SUV,no,$0 ,0,No,0,"$5,050 ",8,1,Salem,9/20/2015
628164043,0,40,1,,"$63,400 ",No,"$242,530 ",Yes,z_F,z_High School,Clerical,58,Private,"$27,080 ",4,Minivan,no,$0 ,0,No,0,$0 ,,0,Las Vegas,9/1/2012
459685968,0,51,0,13,"$62,463 ",No,"$269,190 ",Yes,z_F,Bachelors,z_Blue Collar,37,Commercial,"$19,370 ",6,Minivan,no,"$1,107 ",3,No,0,$0 ,1,0,Salem,8/1/2014
319394056,0,57,0,15,"$25,761 ",No,"$149,672 ",Yes,M,Bachelors,Clerical,57,Private,"$11,940 ",1,Pickup,no,"$4,792 ",1,No,8,"$3,782 ",11,1,Cranston,9/12/2015
411870556,0,42,0,11,"$49,224 ",No,"$155,963 ",Yes,M,z_High School,z_Blue Collar,29,Commercial,"$27,460 ",1,Minivan,yes,"$4,546 ",3,No,0,"$3,443 ",1,1,Cranston,8/6/2015
957050266,0,46,0,10,"$41,083 ",No,"$177,527 ",Yes,z_F,z_High School,z_Blue Collar,21,Commercial,"$12,810 ",10,z_SUV,no,"$2,520 ",2,No,4,$0 ,10,0,Los Angeles,11/20/2015
338776264,1,56,2,17,,No,"$315,504 ",Yes,z_F,Bachelors,Professional,32,Private,"$28,740 ",1,Minivan,no,$0 ,0,No,1,$0 ,6,0,Jacksonville,5/4/2013
730524072,0,52,0,12,"$70,293 ",No,"$271,091 ",Yes,z_F,Bachelors,Professional,34,Private,"$33,440 ",7,Pickup,no,$0 ,0,No,0,$0 ,6,0,Salem,8/27/2013
94764565,0,38,1,9,"$34,319 ",No,"$202,323 ",Yes,z_F,z_High School,Clerical,48,Private,"$13,460 ",4,Minivan,no,$0 ,0,No,1,$0 ,1,0,Cranston,12/24/2014
271284833,0,43,0,13,"$22,623 ",No,"$184,773 ",Yes,M,z_High School,Professional,15,Private,"$8,060 ",1,Pickup,yes,$0 ,0,No,2,"$46,858 ",1,1,Cranston,1/29/2014
414427246,0,40,1,13,"$79,715 ",Yes,$0 ,z_No,z_F,Bachelors,Clerical,6,Private,"$23,140 ",10,Minivan,no,$0 ,0,No,0,$0 ,7,0,Cranston,5/15/2015
839070640,0,54,0,16,"$19,961 ",No,"$69,660 ",Yes,z_F,z_High School,Home Maker,36,Private,"$3,500 ",5,Sports Car,no,$0 ,0,No,0,$0 ,3,0,Salem,12/26/2012
790543950,0,51,0,12,"$40,760 ",No,"$186,223 ",z_No,M,Bachelors,Professional,24,Private,"$11,880 ",1,Pickup,no,$0 ,0,No,0,"$2,058 ",8,1,Auburn,11/30/2013
317314544,0,27,2,11,"$68,493 ",Yes,"$217,494 ",z_No,M,Bachelors,z_Blue Collar,22,Commercial,"$20,180 ",1,Van,no,$0 ,0,No,0,"$1,958 ",5,1,Salem,5/21/2014
728230622,0,56,0,12,$278 ,No,"$91,930 ",Yes,z_F,z_High School,Student,58,Commercial,"$26,150 ",1,Pickup,no,"$49,641 ",2,No,0,$0 ,8,0,Los Angeles,11/7/2013
297255585,0,48,0,8,"$137,411 ",No,"$391,680 ",z_No,M,Bachelors,z_Blue Collar,22,Commercial,"$11,940 ",10,Pickup,yes,$0 ,0,No,0,$0 ,4,0,New York City,6/27/2015
849850677,0,47,0,,"$44,963 ",No,"$160,317 ",Yes,M,Masters,Lawyer,33,Private,"$11,610 ",5,Minivan,yes,$0 ,0,No,5,$0 ,14,0,Los Angeles,9/20/2015
779818728,0,38,0,10,"$28,409 ",No,$0 ,z_No,M,z_High School,Clerical,27,Commercial,"$8,140 ",10,Pickup,yes,$0 ,0,No,1,$0 ,7,0,Los Angeles,7/25/2014
609195177,0,27,3,9,"$69,794 ",Yes,$0 ,z_No,z_F,Bachelors,Professional,24,Private,"$14,660 ",4,z_SUV,no,"$2,848 ",1,No,3,"$4,313 ",6,1,New York City,11/20/2015
992004739,0,33,1,11,"$25,544 ",Yes,$0 ,z_No,z_F,<High School,z_Blue Collar,29,Private,"$4,050 ",1,Sports Car,no,"$3,971 ",2,No,0,"$1,736 ",1,1,Malden,10/26/2012
126864927,1,42,2,15,"$85,408 ",No,"$274,402 ",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$20,170 ",10,Minivan,no,$697 ,2,No,0,"$4,257 ",8,1,New York City,11/7/2013
271625863,0,55,0,11,"$3,865 ",No,$0 ,z_No,z_F,<High School,Home Maker,27,Private,"$16,600 ",1,z_SUV,no,"$6,089 ",2,Yes,0,"$3,492 ",1,1,Philadelphia,12/26/2013
632172083,0,50,0,13,"$94,589 ",No,"$276,150 ",Yes,M,<High School,z_Blue Collar,8,Private,"$6,500 ",11,Minivan,no,$0 ,0,No,2,"$1,413 ",1,1,New York City,12/19/2012
474066345,0,48,0,10,"$116,063 ",No,"$346,587 ",z_No,M,Bachelors,Manager,48,Commercial,"$8,370 ",6,Pickup,yes,$0 ,0,No,1,$0 ,8,0,Malden,5/7/2013
756075815,0,33,1,0,$0 ,No,"$99,663 ",Yes,z_F,z_High School,Home Maker,41,Private,"$11,980 ",1,z_SUV,no,$0 ,0,No,0,$0 ,9,0,New York City,1/8/2012
845009116,0,53,0,12,"$16,536 ",No,"$133,204 ",Yes,z_F,Bachelors,Home Maker,24,Private,"$3,150 ",3,z_SUV,no,"$1,335 ",2,No,0,$0 ,6,0,Los Angeles,12/19/2014
270187595,0,58,0,0,$0 ,No,"$111,793 ",Yes,z_F,Bachelors,Home Maker,29,Private,"$8,650 ",4,z_SUV,no,"$5,240 ",4,No,0,$0 ,12,0,Los Angeles,4/9/2015
399237836,0,43,0,7,"$58,112 ",No,$0 ,z_No,M,Bachelors,Clerical,34,Private,"$1,500 ",4,Minivan,yes,$0 ,0,No,2,$0 ,11,0,Fort Lauderdale,6/17/2012
641381483,0,49,0,12,"$66,972 ",No,$0 ,z_No,M,z_High School,Professional,17,Private,"$24,760 ",10,Minivan,yes,"$6,813 ",5,No,0,$0 ,8,0,Los Angeles,1/9/2013
939976071,0,40,2,13,"$50,537 ",No,"$193,855 ",Yes,z_F,z_High School,z_Blue Collar,39,Commercial,"$28,960 ",1,Van,no,"$1,613 ",1,No,2,"$1,036 ",8,1,Florence,2/11/2015
143078256,0,54,0,12,"$65,298 ",No,"$213,225 ",Yes,z_F,z_High School,Clerical,5,Private,"$8,030 ",17,z_SUV,no,"$4,528 ",3,No,5,"$3,722 ",1,1,Frisco,7/17/2012
450249244,0,38,2,11,"$282,292 ",Yes,,z_No,M,PhD,Lawyer,40,Private,"$33,530 ",4,Minivan,no,$0 ,0,No,4,$0 ,17,0,Los Angeles,4/12/2013
437006760,0,49,0,13,"$83,569 ",No,"$249,804 ",Yes,M,Bachelors,Manager,23,Private,"$6,500 ",1,Pickup,no,"$44,932 ",1,Yes,0,$0 ,7,0,Fort Lauderdale,1/3/2015
870837092,0,39,0,6,,No,$0 ,z_No,z_F,Masters,Lawyer,51,Private,"$12,880 ",3,Minivan,no,$0 ,0,Yes,0,"$6,827 ",,1,Morristown,4/9/2015
92890623,1,37,2,9,"$54,349 ",No,"$212,419 ",Yes,z_F,z_High School,Manager,28,Private,"$10,630 ",13,z_SUV,no,"$1,381 ",1,No,4,$0 ,11,0,Houston,12/13/2015
366520317,0,27,4,13,"$50,139 ",No,"$167,990 ",Yes,z_F,z_High School,z_Blue Collar,22,Private,"$9,210 ",1,z_SUV,no,"$1,271 ",2,No,3,"$1,842 ",1,1,Seattle,7/3/2015
958078219,0,48,0,14,"$74,597 ",No,"$300,560 ",Yes,M,Bachelors,z_Blue Collar,25,Commercial,"$15,730 ",4,Minivan,no,$0 ,0,No,0,$0 ,1,0,New York City,8/18/2015
379228726,0,47,0,,"$92,543 ",No,"$236,446 ",Yes,M,Masters,,52,Commercial,"$25,250 ",6,Panel Truck,no,"$30,450 ",2,Yes,4,"$8,798 ",9,1,Nashville,10/7/2015
611621243,1,38,2,13,"$15,755 ",No,"$112,616 ",Yes,z_F,<High School,z_Blue Collar,32,Commercial,"$14,440 ",4,Minivan,no,"$1,413 ",1,No,0,$0 ,1,0,Houston,6/20/2014
717396880,0,44,0,12,,No,$0 ,z_No,z_F,z_High School,z_Blue Collar,32,Commercial,"$10,770 ",1,z_SUV,no,$0 ,0,No,2,$0 ,8,0,Chicago,7/11/2015
758151663,0,44,2,7,"$20,324 ",No,"$147,038 ",Yes,z_F,z_High School,Clerical,20,Private,"$10,280 ",1,Sports Car,no,$0 ,0,No,0,$0 ,1,0,Bristol,4/24/2015
788829442,0,46,0,12,"$5,420 ",No,$0 ,z_No,M,<High School,Student,29,Private,"$12,780 ",1,Minivan,no,$0 ,0,No,3,$0 ,5,0,New York City,5/3/2012
163220080,0,50,0,11,"$109,786 ",No,"$348,666 ",Yes,z_F,z_High School,Professional,35,Private,"$9,440 ",1,Minivan,no,$0 ,0,No,0,$0 ,8,0,New York City,10/5/2012
405299333,2,37,3,11,"$159,092 ",No,"$382,687 ",Yes,M,Bachelors,z_Blue Collar,29,Private,"$15,050 ",6,Minivan,yes,"$1,927 ",3,No,0,$0 ,8,0,Stockton,11/12/2015
665180201,0,24,1,13,"$23,109 ",No,"$93,445 ",Yes,z_F,Bachelors,Clerical,34,Private,"$6,210 ",14,z_SUV,yes,"$5,876 ",1,No,2,$0 ,13,0,Bristol,12/17/2015
773942917,0,37,0,6,"$53,895 ",No,"$161,774 ",Yes,M,Bachelors,Clerical,44,Commercial,"$11,250 ",17,Pickup,no,$0 ,0,No,0,"$5,636 ",11,1,New York City,8/18/2015
511494009,0,38,2,14,,No,"$152,554 ",Yes,z_F,z_High School,Clerical,41,Private,"$9,450 ",6,z_SUV,no,"$1,584 ",3,No,0,$0 ,7,0,Los Angeles,4/5/2014
394138480,0,43,2,12,"$60,973 ",Yes,$0 ,z_No,z_F,Bachelors,z_Blue Collar,56,Commercial,"$5,800 ",1,Sports Car,no,$0 ,0,Yes,1,"$3,414 ",8,1,Morristown,9/19/2015
363208227,0,46,0,8,,No,"$162,243 ",Yes,z_F,z_High School,z_Blue Collar,17,Commercial,"$10,990 ",4,z_SUV,no,$0 ,0,No,0,$0 ,9,0,Nashville,12/19/2014
554270628,0,36,0,10,"$85,731 ",No,$0 ,z_No,z_F,Bachelors,z_Blue Collar,13,Commercial,"$21,660 ",10,Pickup,no,"$4,002 ",2,No,1,"$7,161 ",3,1,San Diego,7/10/2015
814013916,0,50,0,12,"$34,703 ",No,"$162,958 ",z_No,M,z_High School,z_Blue Collar,31,Commercial,"$9,970 ",10,Minivan,no,$651 ,3,No,2,$0 ,6,0,New York City,10/6/2015
481666327,0,31,0,3,"$57,017 ",No,"$202,880 ",z_No,M,Masters,,45,Private,"$10,870 ",6,Pickup,yes,$0 ,0,No,0,$0 ,14,0,San Diego,6/1/2014
178129665,0,47,0,0,$0 ,No,$0 ,Yes,M,z_High School,Student,35,Commercial,"$11,610 ",7,Pickup,yes,"$19,545 ",1,Yes,0,"$26,305 ",1,1,Wheeling,8/20/2013
997699984,1,42,2,11,"$14,166 ",Yes,$0 ,z_No,z_F,<High School,Student,36,Private,"$23,280 ",6,Minivan,no,$0 ,0,No,3,"$5,717 ",5,1,San Diego,8/29/2012
711084452,0,44,2,9,"$66,069 ",Yes,,z_No,M,Bachelors,Manager,19,Commercial,"$22,700 ",9,Panel Truck,yes,"$5,117 ",2,No,3,$0 ,12,0,Los Angeles,12/4/2013
443183800,0,59,0,0,$0 ,No,"$113,739 ",Yes,z_F,Bachelors,Home Maker,52,Private,"$11,480 ",10,z_SUV,no,$0 ,0,Yes,2,$0 ,12,0,Los Angeles,10/13/2015
710203983,0,40,2,15,"$36,846 ",No,"$138,850 ",Yes,M,PhD,Manager,65,Private,"$9,180 ",7,Pickup,no,"$2,743 ",1,No,3,$0 ,1,0,New York City,12/19/2014
88627202,0,31,2,0,$0 ,No,$0 ,Yes,z_F,<High School,Student,48,Private,"$7,740 ",4,Sports Car,no,"$7,323 ",1,No,7,"$4,306 ",1,1,San Diego,6/16/2013
534426680,0,40,0,11,"$164,807 ",No,$0 ,z_No,M,PhD,Doctor,22,Private,"$5,500 ",1,Pickup,yes,$0 ,0,No,0,$0 ,17,0,Dallas,8/20/2014
585452998,2,36,2,0,$0 ,No,"$110,346 ",Yes,z_F,z_High School,Home Maker,28,Private,"$5,100 ",4,Minivan,no,"$39,425 ",3,Yes,1,"$1,813 ",9,1,Dallas,6/21/2013
323105809,0,54,0,12,"$77,267 ",No,$0 ,z_No,z_F,Bachelors,Manager,14,Private,"$14,630 ",1,z_SUV,no,"$8,395 ",2,No,0,$0 ,9,0,Dallas,5/23/2013
161058138,0,45,0,11,,No,"$276,390 ",Yes,M,Masters,Lawyer,11,Private,"$14,060 ",1,Minivan,yes,$0 ,0,No,0,$0 ,9,0,Hampton,4/30/2014
527138960,0,58,0,0,$0 ,No,$0 ,Yes,M,z_High School,Student,29,Commercial,"$7,300 ",4,Pickup,yes,"$3,485 ",3,No,8,$0 ,1,0,Lawrence,6/15/2013
726634120,0,39,0,0,$0 ,No,$0 ,z_No,z_F,z_High School,Student,53,Commercial,"$5,500 ",1,Sports Car,no,$0 ,0,No,0,$0 ,8,0,Chicago,12/19/2014
983129972,0,46,0,12,"$3,929 ",No,"$69,208 ",Yes,z_F,PhD,Home Maker,56,Private,"$1,500 ",6,z_SUV,no,$0 ,0,No,2,$0 ,18,0,Philadelphia,12/18/2014
640966006,0,32,4,14,"$2,270 ",No,,Yes,M,<High School,Student,41,Private,"$1,730 ",1,Minivan,yes,$0 ,0,Yes,1,$0 ,8,0,Chicago,7/21/2015
214040951,1,57,2,0,$0 ,No,$0 ,Yes,M,z_High School,Student,29,Private,"$9,240 ",1,Pickup,yes,"$8,336 ",2,Yes,5,"$2,463 ",1,1,Lorain,2/8/2014
698704491,0,47,0,15,"$91,221 ",No,"$263,877 ",Yes,z_F,Bachelors,z_Blue Collar,31,Commercial,"$1,500 ",4,Sports Car,no,"$5,385 ",2,No,2,$465 ,7,1,Beverly,10/26/2012
344781057,0,44,2,12,"$6,035 ",Yes,$0 ,z_No,M,<High School,Student,29,Private,"$6,500 ",10,Pickup,yes,"$23,949 ",1,Yes,6,$0 ,1,0,Baltimore,12/19/2014
746641102,0,44,0,10,"$146,338 ",No,$0 ,z_No,M,Masters,,21,Commercial,"$22,620 ",1,Panel Truck,no,"$37,211 ",3,Yes,3,"$5,016 ",10,1,Beverly,2/26/2014
790738376,1,46,0,8,"$109,874 ",No,"$319,629 ",Yes,M,Bachelors,z_Blue Collar,72,Private,"$19,450 ",6,z_SUV,no,$0 ,0,No,2,$0 ,6,0,Scottsdale,11/25/2012
819469146,0,55,0,8,"$245,498 ",No,$0 ,z_No,M,PhD,,13,Commercial,"$33,790 ",1,Panel Truck,yes,"$7,531 ",2,No,1,$0 ,18,0,Baltimore,8/20/2013
247830994,0,52,0,13,"$255,823 ",No,$0 ,z_No,z_F,PhD,Manager,54,Commercial,"$47,030 ",6,Panel Truck,no,$0 ,0,No,3,$0 ,,0,Beverly,5/24/2013
236044172,0,43,2,7,"$33,703 ",No,"$87,190 ",Yes,z_F,PhD,Home Maker,5,Private,"$19,010 ",1,z_SUV,no,"$1,159 ",3,No,0,$0 ,9,0,Baltimore,11/3/2012
18197959,0,52,0,11,"$12,363 ",No,,Yes,M,<High School,Clerical,42,Private,"$2,740 ",13,Minivan,no,$0 ,0,Yes,0,$0 ,1,0,Springfield,9/21/2012
853551610,0,51,0,10,"$8,900 ",No,"$80,818 ",Yes,z_F,z_High School,Home Maker,65,Private,"$11,600 ",1,Minivan,no,$0 ,0,No,1,$0 ,1,0,Baltimore,10/17/2014
962365648,0,47,0,12,"$47,235 ",No,"$205,801 ",z_No,M,z_High School,z_Blue Collar,27,Private,"$10,920 ",4,Pickup,yes,"$9,933 ",2,No,2,"$3,354 ",1,1,Baltimore,12/19/2014
416746837,0,52,0,10,"$27,019 ",No,"$142,929 ",z_No,z_F,Bachelors,Professional,59,Private,"$9,400 ",16,Sports Car,no,$0 ,0,No,1,$0 ,13,0,Los Angeles,6/5/2014
846741025,0,34,2,0,$0 ,Yes,$0 ,z_No,z_F,z_High School,Student,22,Private,"$11,520 ",9,z_SUV,no,$0 ,0,Yes,0,$0 ,9,0,Palm Coast,5/14/2014
316861921,0,41,0,10,"$198,600 ",No,"$460,196 ",Yes,z_F,PhD,Manager,5,Private,"$19,480 ",6,z_SUV,no,$0 ,0,No,2,$0 ,12,0,Baltimore,12/19/2014
489794163,0,48,0,10,"$7,302 ",No,,z_No,z_F,<High School,Student,27,Private,"$7,030 ",10,z_SUV,no,"$3,564 ",1,No,3,"$5,911 ",1,1,Springfield,7/3/2015
655100096,0,67,0,15,"$2,558 ",No,$0 ,Yes,M,z_High School,Student,41,Commercial,"$1,500 ",1,z_SUV,yes,$0 ,0,No,2,$0 ,1,0,Apple Valley,10/21/2014
931284621,0,43,0,14,"$30,037 ",No,"$166,871 ",Yes,M,<High School,z_Blue Collar,5,Private,"$11,920 ",3,Pickup,yes,"$25,664 ",3,Yes,3,$0 ,1,0,San Francisco,8/11/2015
568743363,0,36,3,15,"$79,457 ",Yes,"$213,122 ",z_No,z_F,Bachelors,Professional,34,Private,"$5,100 ",1,z_SUV,no,$0 ,0,No,1,"$1,368 ",8,1,Springfield,5/4/2014
470253509,0,58,0,14,"$37,991 ",No,,z_No,z_F,z_High School,Manager,23,Private,"$14,000 ",4,Sports Car,no,$0 ,0,Yes,2,"$3,998 ",1,1,Jacksonville,7/15/2014
779542452,0,37,1,12,"$64,020 ",Yes,$0 ,z_No,z_F,Bachelors,Professional,42,Private,"$15,620 ",4,Minivan,no,$0 ,0,No,1,$0 ,10,0,San Francisco,12/19/2014
307096281,0,44,0,11,"$108,412 ",No,$0 ,z_No,M,PhD,Doctor,47,Private,"$1,500 ",1,Minivan,no,"$7,859 ",1,No,0,$0 ,18,0,Saint Petersburg,12/2/2015
279632339,0,51,0,7,"$94,082 ",No,"$255,867 ",Yes,M,Bachelors,Manager,57,Private,"$15,140 ",9,Minivan,yes,$0 ,0,No,2,$0 ,9,0,San Francisco,1/8/2015
427768498,0,28,2,9,"$54,005 ",No,"$164,212 ",Yes,z_F,Bachelors,z_Blue Collar,46,Commercial,"$1,500 ",1,Sports Car,no,$0 ,0,No,0,$0 ,7,0,Seattle,7/1/2014
141743339,0,50,0,12,"$26,748 ",No,"$122,059 ",z_No,M,<High School,z_Blue Collar,25,Commercial,"$31,770 ",6,Panel Truck,no,"$7,808 ",3,No,2,$0 ,6,0,Jacksonville,6/27/2015
482898358,0,44,0,12,"$92,673 ",No,"$294,311 ",Yes,M,Masters,,20,Commercial,"$11,020 ",10,Pickup,no,$0 ,0,No,2,$0 ,14,0,Springfield,3/11/2012
255731304,0,52,0,15,"$88,691 ",No,"$279,497 ",Yes,M,Bachelors,z_Blue Collar,40,Private,"$18,200 ",4,Van,yes,"$1,261 ",4,No,2,$0 ,10,0,Apple Valley,1/15/2014
183697567,0,41,0,13,"$104,652 ",No,"$277,713 ",Yes,M,Masters,Professional,25,Commercial,"$24,660 ",9,Panel Truck,yes,$0 ,0,No,0,$0 ,9,0,Apple Valley,8/28/2013
887149425,0,42,3,10,"$89,052 ",No,"$213,519 ",Yes,z_F,Bachelors,z_Blue Collar,12,Commercial,"$15,550 ",10,z_SUV,no,$0 ,0,No,0,$0 ,6,0,San Francisco,11/18/2012
539729665,0,37,2,13,"$133,335 ",Yes,$0 ,z_No,z_F,Bachelors,z_Blue Collar,15,Commercial,"$21,740 ",1,z_SUV,no,$975 ,2,No,6,"$3,854 ",13,1,San Francisco,12/24/2015
214040951,1,58,2,17,"$3,272 ",No,$0 ,Yes,M,<High School,Student,42,Private,"$7,200 ",1,Minivan,yes,"$5,086 ",2,No,2,"$3,231 ",5,1,San Francisco,6/16/2013
954212606,0,32,2,15,"$77,222 ",No,,Yes,M,z_High School,Professional,36,Private,"$12,420 ",4,Minivan,no,$0 ,0,No,2,$0 ,9,0,New York City,7/11/2014
968418547,0,38,2,14,"$58,833 ",No,"$193,644 ",Yes,M,Bachelors,z_Blue Collar,41,Commercial,"$17,680 ",1,Van,yes,$0 ,0,Yes,2,"$4,611 ",10,1,Springfield,5/22/2013
524892923,1,42,3,13,"$58,797 ",Yes,$0 ,z_No,M,PhD,,5,Commercial,"$19,980 ",4,Van,yes,"$1,310 ",2,No,4,$0 ,23,0,Springfield,8/5/2015
895147164,1,42,2,10,"$32,526 ",No,"$165,588 ",Yes,z_F,<High School,Clerical,38,Private,"$20,150 ",1,Pickup,no,$0 ,0,No,0,$0 ,5,0,Jacksonville,8/12/2015
989577620,1,44,2,14,"$13,587 ",No,"$130,260 ",Yes,z_F,z_High School,Home Maker,43,Private,"$7,260 ",6,Sports Car,no,$0 ,0,No,0,$0 ,6,0,San Francisco,12/26/2013
116202466,0,46,0,13,,No,"$140,734 ",Yes,M,z_High School,z_Blue Collar,50,Commercial,"$11,700 ",1,Pickup,yes,$0 ,0,No,0,$0 ,,0,Apple Valley,1/5/2014
272494372,3,44,3,12,"$24,197 ",Yes,$0 ,z_No,z_F,z_High School,z_Blue Collar,44,Commercial,"$3,920 ",1,Sports Car,no,$0 ,0,No,2,$0 ,7,0,Los Angeles,12/29/2015
17347314,0,37,1,7,"$111,183 ",Yes,"$314,817 ",z_No,z_F,Bachelors,Professional,67,Private,"$12,420 ",10,Sports Car,no,$0 ,0,No,0,$0 ,8,0,Concord,12/16/2014
981121505,0,45,0,14,"$65,466 ",No,"$212,677 ",Yes,M,z_High School,z_Blue Collar,24,Commercial,"$7,080 ",3,Pickup,no,$0 ,0,No,2,$0 ,1,0,Seattle,2/27/2014
1900527,0,48,0,14,"$48,866 ",No,"$185,826 ",Yes,z_F,Bachelors,Professional,36,Private,"$26,400 ",3,Pickup,no,$0 ,0,No,0,$0 ,8,0,Columbus,7/4/2013
837151081,0,72,0,16,"$63,890 ",No,"$256,797 ",Yes,z_F,Masters,Lawyer,41,Private,"$9,100 ",7,Sports Car,no,"$4,448 ",3,No,0,$917 ,6,1,Vancouver,8/20/2013
552457945,0,52,0,14,"$207,687 ",No,"$510,742 ",Yes,M,Masters,,26,Commercial,"$35,160 ",1,Panel Truck,no,$0 ,0,No,0,$0 ,16,0,Vancouver,11/1/2015
646710804,0,48,0,8,"$43,075 ",No,"$175,858 ",Yes,z_F,z_High School,Manager,52,Private,"$13,970 ",4,z_SUV,no,"$5,878 ",2,No,3,$0 ,11,0,New York City,7/3/2013
974496106,0,40,0,9,"$5,253 ",No,"$77,463 ",z_No,z_F,z_High School,Student,23,Commercial,"$23,600 ",4,Pickup,no,$0 ,0,No,0,"$9,162 ",1,1,Austin,11/29/2015
753512533,0,49,0,9,"$90,658 ",No,"$276,028 ",z_No,z_F,Bachelors,z_Blue Collar,7,Commercial,"$12,350 ",13,Minivan,no,$0 ,0,No,0,$0 ,7,0,New York City,4/7/2012
99626436,0,62,0,15,"$37,018 ",No,$0 ,z_No,z_F,Bachelors,Professional,60,Private,"$5,200 ",4,Sports Car,no,$0 ,0,No,0,$0 ,,0,Los Angeles,11/20/2015
675974391,0,45,0,13,"$32,722 ",No,,Yes,z_F,z_High School,Clerical,49,Private,"$4,770 ",10,Sports Car,no,$0 ,0,No,1,$0 ,6,0,Long Beach,5/9/2013
275306071,0,32,3,8,,Yes,"$193,566 ",z_No,z_F,Bachelors,Clerical,43,Private,"$7,080 ",4,Sports Car,no,$0 ,0,No,0,"$3,829 ",11,1,New York City,11/19/2013
82094250,0,42,0,9,"$54,178 ",No,"$176,935 ",z_No,z_F,z_High School,z_Blue Collar,39,Commercial,"$5,700 ",11,z_SUV,no,$0 ,0,No,1,$0 ,8,0,Concord,9/1/2015
380988425,0,33,0,0,$0 ,No,$0 ,z_No,z_F,z_High School,Home Maker,31,Private,"$4,900 ",4,Sports Car,no,"$1,992 ",2,No,1,$0 ,10,0,Vancouver,11/4/2014
989066499,1,43,2,16,"$45,348 ",No,"$198,638 ",Yes,z_F,z_High School,Clerical,16,Private,"$10,330 ",1,Sports Car,no,$0 ,0,No,1,$0 ,1,0,Philadelphia,11/20/2015
